slice fieldpos lbda x y rmsx_um rmsy_um
23.000000 0.000000 1.200000 -9.534351 11.858549 2.114701 2.018093
23.000000 0.000000 1.400000 -9.518703 11.317480 2.543812 2.202810
23.000000 0.000000 1.600000 -9.502832 10.758648 2.999411 2.397262
23.000000 0.000000 1.700200 -9.494618 10.465239 3.243167 2.500331
23.000000 0.500000 0.350000 -10.039647 19.079699 2.420401 1.618717
23.000000 0.500000 0.400000 -9.976664 17.322562 1.542507 1.388666
23.000000 0.500000 0.500000 -9.909311 15.352317 0.599160 1.484600
23.000000 0.500000 0.700000 -9.852883 13.615333 1.137226 1.874731
23.000000 0.500000 1.000000 -9.816099 12.433190 1.968282 2.235010
23.000000 0.500000 1.200000 -9.798901 11.865217 2.401834 2.423205
23.000000 0.500000 1.400000 -9.782802 11.323987 2.829287 2.608385
23.000000 0.500000 1.600000 -9.766474 10.764991 3.283354 2.803853
23.000000 0.500000 1.700200 -9.758024 10.471496 3.526395 2.907706
23.000000 1.000000 0.350000 -10.310854 19.089002 2.134030 1.816165
23.000000 1.000000 0.400000 -10.246112 17.331250 1.291478 1.697416
23.000000 1.000000 0.500000 -10.176874 15.360336 0.643997 1.877582
23.000000 1.000000 0.700000 -10.118863 13.622784 1.451020 2.285591
23.000000 1.000000 1.000000 -10.081046 12.440264 2.289134 2.646814
23.000000 1.000000 1.200000 -10.063364 11.872114 2.722395 2.835122
23.000000 1.000000 1.400000 -10.046812 11.330718 3.149162 3.020708
23.000000 1.000000 1.600000 -10.030024 10.771551 3.602423 3.217074
23.000000 1.000000 1.700200 -10.021336 10.477968 3.845049 3.321623
24.000000 -1.000000 0.350000 -10.455772 19.094978 3.230968 1.638163
24.000000 -1.000000 0.400000 -10.390158 17.336940 2.323258 1.046542
24.000000 -1.000000 0.500000 -10.319998 15.365724 1.137410 0.606761
24.000000 -1.000000 0.700000 -10.261221 13.627912 0.382438 0.891818
24.000000 -1.000000 1.000000 -10.222909 12.445216 1.096513 1.295148
24.000000 -1.000000 1.200000 -10.204996 11.876981 1.529110 1.505971
24.000000 -1.000000 1.400000 -10.188229 11.335502 1.958877 1.711217
24.000000 -1.000000 1.600000 -10.171223 10.776249 2.416333 1.925429
24.000000 -1.000000 1.700200 -10.162422 10.482620 2.661304 2.038297
24.000000 -0.500000 0.350000 -10.728071 19.104491 3.007831 1.531903
24.000000 -0.500000 0.400000 -10.660699 17.345824 2.112021 1.044439
24.000000 -0.500000 0.500000 -10.588658 15.373924 0.967198 0.889186
24.000000 -0.500000 0.700000 -10.528304 13.635531 0.593055 1.284686
24.000000 -0.500000 1.000000 -10.488963 12.452451 1.348292 1.691063
24.000000 -0.500000 1.200000 -10.470570 11.884034 1.777089 1.901890
24.000000 -0.500000 1.400000 -10.453352 11.342385 2.203648 2.107729
24.000000 -0.500000 1.600000 -10.435890 10.782959 2.658457 2.323369
24.000000 -0.500000 1.700200 -10.426852 10.489240 2.902275 2.437326
24.000000 0.000000 0.350000 -11.000309 19.114319 2.752666 1.533405
24.000000 0.000000 0.400000 -10.931172 17.355002 1.873312 1.192737
24.000000 0.000000 0.500000 -10.857240 15.382397 0.805984 1.244066
24.000000 0.000000 0.700000 -10.795301 13.643403 0.847601 1.686211
24.000000 0.000000 1.000000 -10.754926 12.459927 1.631289 2.093989
24.000000 0.000000 1.200000 -10.736049 11.891324 2.058894 2.304881
24.000000 0.000000 1.400000 -10.718378 11.349498 2.483714 2.511262
24.000000 0.000000 1.600000 -10.700456 10.789893 2.936793 2.728135
24.000000 0.000000 1.700200 -10.691180 10.496080 3.179789 2.843031
24.000000 0.500000 0.350000 -11.272490 19.124461 2.466514 1.648768
24.000000 0.500000 0.400000 -11.201579 17.364474 1.611160 1.452699
24.000000 0.500000 0.500000 -11.125748 15.391141 0.697692 1.630289
24.000000 0.500000 0.700000 -11.062214 13.651528 1.138415 2.095608
24.000000 0.500000 1.000000 -11.020798 12.467642 1.944499 2.503926
24.000000 0.500000 1.200000 -11.001434 11.898846 2.372781 2.714862
24.000000 0.500000 1.400000 -10.983307 11.356839 2.797195 2.921710
24.000000 0.500000 1.600000 -10.964922 10.797048 3.249527 3.139649
24.000000 0.500000 1.700200 -10.955407 10.503139 3.492101 3.255362
24.000000 1.000000 0.350000 -11.544613 19.134916 2.151334 1.863458
24.000000 1.000000 0.400000 -11.471921 17.374237 1.334236 1.782385
24.000000 1.000000 0.500000 -11.394180 15.400154 0.710915 2.035301
24.000000 1.000000 0.700000 -11.329042 13.659902 1.463529 2.513038
24.000000 1.000000 1.000000 -11.286579 12.475594 2.287991 2.921236
24.000000 1.000000 1.200000 -11.266724 11.906598 2.718114 3.132119
24.000000 1.000000 1.400000 -11.248137 11.364404 3.143140 3.339313
24.000000 1.000000 1.600000 -11.229286 10.804422 3.595585 3.558138
24.000000 1.000000 1.700200 -11.219529 10.510414 3.838115 3.674550
25.000000 -1.000000 0.350000 -11.689432 19.141589 3.360144 1.616358
25.000000 -1.000000 0.400000 -11.615875 17.380587 2.472123 1.009956
25.000000 -1.000000 0.500000 -11.537219 15.406161 1.313666 0.680000
25.000000 -1.000000 0.700000 -11.471324 13.665615 0.494038 1.103256
25.000000 -1.000000 1.000000 -11.428372 12.481108 1.021468 1.558331
25.000000 -1.000000 1.200000 -11.408289 11.912016 1.432246 1.791475
25.000000 -1.000000 1.400000 -11.389491 11.369729 1.851317 2.017712
25.000000 -1.000000 1.600000 -11.370425 10.809650 2.302597 2.253653
25.000000 -1.000000 1.700200 -11.360557 10.515591 2.545523 2.378007
25.000000 -0.500000 0.350000 -11.962769 19.152255 3.108204 1.522228
25.000000 -0.500000 0.400000 -11.887431 17.390549 2.234200 1.047541
25.000000 -0.500000 0.500000 -11.806869 15.415359 1.121838 1.008849
25.000000 -0.500000 0.700000 -11.739377 13.674163 0.644609 1.502292
25.000000 -0.500000 1.000000 -11.695382 12.489227 1.296445 1.958206
25.000000 -0.500000 1.200000 -11.674812 11.919933 1.709141 2.191483
25.000000 -0.500000 1.400000 -11.655557 11.377455 2.126919 2.418533
25.000000 -0.500000 1.600000 -11.636028 10.817182 2.576332 2.656113
25.000000 -0.500000 1.700200 -11.625920 10.523021 2.818301 2.781647
25.000000 0.000000 0.350000 -12.236043 19.163239 2.824240 1.541415
25.000000 0.000000 0.400000 -12.158915 17.400809 1.968825 1.234228
25.000000 0.000000 0.500000 -12.076438 15.424832 0.937572 1.385705
25.000000 0.000000 0.700000 -12.007338 13.682967 0.872620 1.909734
25.000000 0.000000 1.000000 -11.962294 12.497589 1.599414 2.365686
25.000000 0.000000 1.200000 -11.941233 11.928086 2.015972 2.599021
25.000000 0.000000 1.400000 -11.921518 11.385412 2.434322 2.826706
25.000000 0.000000 1.600000 -11.901523 10.824939 2.883289 3.065638
25.000000 0.000000 1.700200 -11.891174 10.530674 3.124875 3.192169
25.000000 0.500000 0.350000 -12.509255 19.174542 2.509462 1.676950
25.000000 0.500000 0.400000 -12.430329 17.411366 1.680440 1.523029
25.000000 0.500000 0.500000 -12.345925 15.434579 0.802530 1.785997
25.000000 0.500000 0.700000 -12.275208 13.692025 1.156498 2.325248
25.000000 0.500000 1.000000 -12.229108 12.506191 1.931439 2.780710
25.000000 0.500000 1.200000 -12.207553 11.936474 2.352671 3.014004
25.000000 0.500000 1.400000 -12.187375 11.393598 2.772799 3.242164
25.000000 0.500000 1.600000 -12.166909 10.832918 3.222431 3.482210
25.000000 0.500000 1.700200 -12.156317 10.538547 3.464129 3.609585
25.000000 1.000000 0.350000 -12.782405 19.186162 2.166068 1.911117
25.000000 1.000000 0.400000 -12.701673 17.422218 1.378544 1.873767
25.000000 1.000000 0.500000 -12.615331 15.444598 0.786053 2.202166
25.000000 1.000000 0.700000 -12.542986 13.701334 1.485560 2.749082
25.000000 1.000000 1.000000 -12.495822 12.515032 2.293601 3.203555
25.000000 1.000000 1.200000 -12.473769 11.945093 2.719667 3.436662
25.000000 1.000000 1.400000 -12.453125 11.402009 3.142265 3.665120
25.000000 1.000000 1.600000 -12.432185 10.841117 3.593340 3.906043
25.000000 1.000000 1.700200 -12.421348 10.546635 3.835536 4.034121
26.000000 -1.000000 0.350000 -12.927133 19.193533 3.482267 1.585025
26.000000 -1.000000 0.400000 -12.845541 17.429226 2.617892 0.974426
26.000000 -1.000000 0.500000 -12.758294 15.451221 1.491568 0.783607
26.000000 -1.000000 0.700000 -12.685201 13.707629 0.658908 1.325540
26.000000 -1.000000 1.000000 -12.637555 12.521103 0.994804 1.829505
26.000000 -1.000000 1.200000 -12.615277 11.951057 1.369257 2.084449
26.000000 -1.000000 1.400000 -12.594424 11.407869 1.769855 2.331291
26.000000 -1.000000 1.600000 -12.573274 10.846870 2.210035 2.588584
26.000000 -1.000000 1.700200 -12.562328 10.552330 2.449062 2.724219
26.000000 -0.500000 0.350000 -13.201616 19.205365 3.201332 1.505018
26.000000 -0.500000 0.400000 -13.118217 17.440279 2.353054 1.056822
26.000000 -0.500000 0.500000 -13.029036 15.461430 1.277513 1.145446
26.000000 -0.500000 0.700000 -12.954322 13.717119 0.744043 1.729812
26.000000 -0.500000 1.000000 -12.905618 12.530118 1.276840 2.233540
26.000000 -0.500000 1.200000 -12.882846 11.959848 1.666141 2.488774
26.000000 -0.500000 1.400000 -12.861529 11.416450 2.070668 2.736625
26.000000 -0.500000 1.600000 -12.839909 10.855235 2.511563 2.995739
26.000000 -0.500000 1.700200 -12.828719 10.560584 2.750440 3.132634
26.000000 0.000000 0.350000 -13.476033 19.217521 2.888602 1.544735
26.000000 0.000000 0.400000 -13.390819 17.451635 2.061110 1.283186
26.000000 0.000000 0.500000 -13.299693 15.471918 1.070656 1.539667
26.000000 0.000000 0.700000 -13.223347 13.726868 0.929607 2.142782
26.000000 0.000000 1.000000 -13.173578 12.539379 1.589455 2.645709
26.000000 0.000000 1.200000 -13.150307 11.968878 1.991300 2.901032
26.000000 0.000000 1.400000 -13.128524 11.425263 2.400685 3.149613
26.000000 0.000000 1.600000 -13.106430 10.863828 2.843652 3.410189
26.000000 0.000000 1.700200 -13.094995 10.569062 3.083035 3.548133
26.000000 0.500000 0.350000 -13.750385 19.229999 2.545516 1.703208
26.000000 0.500000 0.400000 -13.663346 17.463292 1.747031 1.600626
26.000000 0.500000 0.500000 -13.570265 15.482682 0.911259 1.952244
26.000000 0.500000 0.700000 -13.492276 13.736872 1.194721 2.564190
26.000000 0.500000 1.000000 -13.441434 12.548882 1.933547 3.065882
26.000000 0.500000 1.200000 -13.417661 11.978145 2.345888 3.321117
26.000000 0.500000 1.400000 -13.395407 11.434307 2.760369 3.570195
26.000000 0.500000 1.600000 -13.372835 10.872644 3.206196 3.831933
26.000000 0.500000 1.700200 -13.361152 10.577760 3.446537 3.970750
26.000000 1.000000 0.350000 -14.024672 19.242799 2.174619 1.959043
26.000000 1.000000 0.400000 -13.935799 17.475248 1.421406 1.972222
26.000000 1.000000 0.500000 -13.840749 15.493721 0.868517 2.378740
26.000000 1.000000 0.700000 -13.761106 13.747130 1.520555 2.994249
26.000000 1.000000 1.000000 -13.709183 12.558624 2.309855 3.494254
26.000000 1.000000 1.200000 -13.684904 11.987643 2.730933 3.749202
26.000000 1.000000 1.400000 -13.662175 11.443576 3.150365 3.998544
26.000000 1.000000 1.600000 -13.639121 10.881680 3.599439 4.261159
26.000000 1.000000 1.700200 -13.627189 10.586674 3.841017 4.400687
27.000000 -1.000000 0.350000 -14.169322 19.250869 3.593399 1.543681
27.000000 -1.000000 0.400000 -14.079595 17.482912 2.756825 0.943243
27.000000 -1.000000 0.500000 -13.983649 15.500957 1.667412 0.913350
27.000000 -1.000000 0.700000 -13.903267 13.754001 0.847061 1.558610
27.000000 -1.000000 1.000000 -13.850868 12.565247 1.024609 2.109275
27.000000 -1.000000 1.200000 -13.826368 11.994147 1.349512 2.385476
27.000000 -1.000000 1.400000 -13.803434 11.449966 1.722794 2.652475
27.000000 -1.000000 1.600000 -13.780173 10.887949 2.145871 2.930669
27.000000 -1.000000 1.700200 -13.768134 10.592881 2.378683 3.077345
27.000000 -0.500000 0.350000 -14.445058 19.263884 3.283224 1.480198
27.000000 -0.500000 0.400000 -14.353497 17.495073 2.464860 1.075145
27.000000 -0.500000 0.500000 -14.255586 15.512192 1.430909 1.298206
27.000000 -0.500000 0.700000 -14.173556 13.764447 0.876763 1.967662
27.000000 -0.500000 1.000000 -14.120083 12.575173 1.294962 2.517661
27.000000 -0.500000 1.200000 -14.095080 12.003827 1.654268 2.794331
27.000000 -0.500000 1.400000 -14.071675 11.459415 2.040837 3.062527
27.000000 -0.500000 1.600000 -14.047936 10.897163 2.469710 3.342713
27.000000 -0.500000 1.700200 -14.035650 10.601971 2.704054 3.490723
27.000000 0.000000 0.350000 -14.720728 19.277227 2.941752 1.543641
27.000000 0.000000 0.400000 -14.627322 17.507541 2.146518 1.341378
27.000000 0.000000 0.500000 -14.527435 15.523709 1.202321 1.706286
27.000000 0.000000 0.700000 -14.443746 13.775155 1.015687 2.385902
27.000000 0.000000 1.000000 -14.389190 12.585346 1.605720 2.934628
27.000000 0.000000 1.200000 -14.363680 12.013748 1.989585 3.211456
27.000000 0.000000 1.400000 -14.339801 11.469098 2.387512 3.480486
27.000000 0.000000 1.600000 -14.315580 10.906604 2.822471 3.762243
27.000000 0.000000 1.700200 -14.303044 10.611287 3.058782 3.911355
27.000000 0.500000 0.350000 -14.996330 19.290898 2.570733 1.727893
27.000000 0.500000 0.400000 -14.901069 17.520313 1.807478 1.686648
27.000000 0.500000 0.500000 -14.799195 15.535506 1.021382 2.129625
27.000000 0.500000 0.700000 -14.713835 13.786121 1.254393 2.813004
27.000000 0.500000 1.000000 -14.658188 12.595763 1.954630 3.359984
27.000000 0.500000 1.200000 -14.632167 12.023907 2.356470 3.636712
27.000000 0.500000 1.400000 -14.607808 11.479013 2.763985 3.906276
27.000000 0.500000 1.600000 -14.583101 10.916270 3.204872 4.189252
27.000000 0.500000 1.700200 -14.570314 10.620824 3.443340 4.339269
27.000000 1.000000 0.350000 -15.271863 19.304895 2.173231 2.007460
27.000000 1.000000 0.400000 -15.174738 17.533389 1.459809 2.078560
27.000000 1.000000 0.500000 -15.070862 15.547580 0.957027 2.565638
27.000000 1.000000 0.700000 -14.983820 13.797342 1.571198 3.249089
27.000000 1.000000 1.000000 -14.927072 12.606421 2.340383 3.793839
27.000000 1.000000 1.200000 -14.900536 12.034298 2.755657 4.070212
27.000000 1.000000 1.400000 -14.875695 11.489154 3.171213 4.340027
27.000000 1.000000 1.600000 -14.850497 10.926156 3.617638 4.623893
27.000000 1.000000 1.700200 -14.837455 10.630577 3.858294 4.774631
28.000000 -1.000000 0.350000 -15.416454 19.313663 3.689344 1.492295
28.000000 -1.000000 0.400000 -15.318482 17.541708 2.884947 0.921201
28.000000 -1.000000 0.500000 -15.213717 15.555425 1.837458 1.065847
28.000000 -1.000000 0.700000 -15.125945 13.804784 1.044121 1.802792
28.000000 -1.000000 1.000000 -15.068729 12.613590 1.108245 2.398286
28.000000 -1.000000 1.200000 -15.041975 12.041337 1.377825 2.695171
28.000000 -1.000000 1.400000 -15.016932 11.496067 1.716399 2.981829
28.000000 -1.000000 1.600000 -14.991531 10.932938 2.116344 3.280419
28.000000 -1.000000 1.700200 -14.978384 10.637290 2.340448 3.437868
28.000000 -0.500000 0.350000 -15.693552 19.327879 3.349657 1.448274
28.000000 -0.500000 0.400000 -15.593714 17.554994 2.565691 1.105900
28.000000 -0.500000 0.500000 -15.486951 15.567703 1.578650 1.466806
28.000000 -0.500000 0.700000 -15.397503 13.816203 1.029418 2.216387
28.000000 -0.500000 1.000000 -15.339193 12.624442 1.351823 2.811193
28.000000 -0.500000 1.200000 -15.311928 12.051921 1.677359 3.108751
28.000000 -0.500000 1.400000 -15.286406 11.506400 2.042070 3.396795
28.000000 -0.500000 1.600000 -15.260518 10.943014 2.455580 3.697544
28.000000 -0.500000 1.700200 -15.247119 10.647232 2.683932 3.856401
28.000000 0.000000 0.350000 -15.970582 19.342428 2.979492 1.539010
28.000000 0.000000 0.400000 -15.868868 17.568591 2.221256 1.410808
28.000000 0.000000 0.500000 -15.760095 15.580265 1.329640 1.886043
28.000000 0.000000 0.700000 -15.668959 13.827886 1.125197 2.639704
28.000000 0.000000 1.000000 -15.609547 12.635543 1.650469 3.233044
28.000000 0.000000 1.200000 -15.581766 12.062748 2.014293 3.530862
28.000000 0.000000 1.400000 -15.555760 11.516968 2.398729 3.819857
28.000000 0.000000 1.600000 -15.529381 10.953319 2.823840 4.122294
28.000000 0.000000 1.700200 -15.515728 10.657400 3.056233 4.282308
28.000000 0.500000 0.350000 -16.247544 19.357308 2.581040 1.751858
28.000000 0.500000 0.400000 -16.143943 17.582496 1.858287 1.782443
28.000000 0.500000 0.500000 -16.033147 15.593111 1.130532 2.318806
28.000000 0.500000 0.700000 -15.940311 13.839829 1.334971 3.072300
28.000000 0.500000 1.000000 -15.879786 12.646890 1.997524 3.663584
28.000000 0.500000 1.200000 -15.851485 12.073813 2.387810 3.961327
28.000000 0.500000 1.400000 -15.824991 11.527769 2.787296 4.250914
28.000000 0.500000 1.600000 -15.798118 10.963849 3.222222 4.554638
28.000000 0.500000 1.700200 -15.784208 10.667790 3.458325 4.715592
28.000000 1.000000 0.350000 -16.524433 19.372520 2.158137 2.056987
28.000000 1.000000 0.400000 -16.418935 17.596708 1.490923 2.193759
28.000000 1.000000 0.500000 -16.306102 15.606236 1.050327 2.763529
28.000000 1.000000 0.700000 -16.211553 13.852029 1.639299 3.514185
28.000000 1.000000 1.000000 -16.149908 12.658478 2.388375 4.102845
28.000000 1.000000 1.200000 -16.121081 12.085113 2.797290 4.400199
28.000000 1.000000 1.400000 -16.094095 11.538797 3.208386 4.690045
28.000000 1.000000 1.600000 -16.066722 10.974600 3.651574 4.994688
28.000000 1.000000 1.700200 -16.052553 10.678397 3.891013 5.156382
29.000000 -1.000000 0.350000 -16.668990 19.381985 3.765987 1.435806
29.000000 -1.000000 0.400000 -16.562650 17.605678 2.998292 0.919603
29.000000 -1.000000 0.500000 -16.448936 15.614686 1.997886 1.240890
29.000000 -1.000000 0.700000 -16.353665 13.860036 1.241655 2.058942
29.000000 -1.000000 1.000000 -16.291558 12.666187 1.233598 2.697072
29.000000 -1.000000 1.200000 -16.262518 12.092678 1.451575 3.013904
29.000000 -1.000000 1.400000 -16.235333 11.546224 1.752232 3.319589
29.000000 -1.000000 1.600000 -16.207760 10.981885 2.124620 3.637962
29.000000 -1.000000 1.700200 -16.193488 10.685606 2.337878 3.805870
29.000000 -0.500000 0.350000 -16.947558 19.397423 3.396433 1.416084
29.000000 -0.500000 0.400000 -16.839318 17.620110 2.651574 1.157943
29.000000 -0.500000 0.500000 -16.723570 15.628025 1.717163 1.653490
29.000000 -0.500000 0.700000 -16.626593 13.872446 1.191536 2.477322
29.000000 -0.500000 1.000000 -16.563372 12.677982 1.443064 3.114984
29.000000 -0.500000 1.200000 -16.533810 12.104184 1.735226 3.432693
29.000000 -0.500000 1.400000 -16.506137 11.557458 2.076137 3.739938
29.000000 -0.500000 1.600000 -16.478068 10.992840 2.471882 4.060616
29.000000 -0.500000 1.700200 -16.463540 10.696417 2.693045 4.229995
29.000000 0.000000 0.350000 -17.226059 19.413198 2.997755 1.538941
29.000000 0.000000 0.400000 -17.115909 17.634855 2.281597 1.498853
29.000000 0.000000 0.500000 -16.998113 15.641653 1.449570 2.082073
29.000000 0.000000 0.700000 -16.899416 13.885121 1.251142 2.905930
29.000000 0.000000 1.000000 -16.835072 12.690029 1.722932 3.542125
29.000000 0.000000 1.200000 -16.804984 12.115934 2.066527 3.860207
29.000000 0.000000 1.400000 -16.776818 11.568929 2.436417 4.168516
29.000000 0.000000 1.600000 -16.748248 11.004026 2.850384 4.490986
29.000000 0.000000 1.700200 -16.733461 10.707454 3.078188 4.661570
29.000000 0.500000 0.350000 -17.504490 19.429310 2.572791 1.783778
29.000000 0.500000 0.400000 -17.392418 17.649913 1.896363 1.894997
29.000000 0.500000 0.500000 -17.272562 15.655566 1.236505 2.523473
29.000000 0.500000 0.700000 -17.172131 13.898060 1.434007 3.344232
29.000000 0.500000 1.000000 -17.106654 12.702323 2.063226 3.978192
29.000000 0.500000 1.200000 -17.076036 12.127924 2.441767 4.296235
29.000000 0.500000 1.400000 -17.047373 11.580633 2.832654 4.605191
29.000000 0.500000 1.600000 -17.018298 11.015438 3.260899 4.929010
29.000000 0.500000 1.700200 -17.003249 10.718715 3.494250 5.100565
29.000000 1.000000 0.350000 -17.782847 19.445757 2.126577 2.116721
29.000000 1.000000 0.400000 -17.668843 17.665282 1.512948 2.324924
29.000000 1.000000 0.500000 -17.546911 15.669763 1.147426 2.976612
29.000000 1.000000 0.700000 -17.444734 13.911257 1.725228 3.792127
29.000000 1.000000 1.000000 -17.378114 12.714861 2.455720 4.423143
29.000000 1.000000 1.200000 -17.346960 12.140150 2.858099 4.740767
29.000000 1.000000 1.400000 -17.317795 11.592565 3.264382 5.049985
29.000000 1.000000 1.600000 -17.288210 11.027072 3.703886 5.374741
29.000000 1.000000 1.700200 -17.272897 10.730192 3.941863 5.547048
30.000000 -1.000000 0.350000 -16.025580 8.465728 7.845335 2.766084
30.000000 -1.000000 0.400000 -15.958501 6.905771 6.350335 1.941559
30.000000 -1.000000 0.500000 -15.887627 5.142597 4.608109 1.307130
30.000000 -1.000000 0.700000 -15.829128 3.575929 3.057202 1.382402
30.000000 -1.000000 1.000000 -15.791532 2.503159 2.065526 1.775040
30.000000 -1.000000 1.200000 -15.774124 1.985856 1.662019 2.017668
30.000000 -1.000000 1.400000 -15.757937 1.491776 1.386025 2.268855
30.000000 -1.000000 1.600000 -15.741634 0.980317 1.295292 2.543189
30.000000 -1.000000 1.700200 -15.733246 0.711309 1.345695 2.691988
30.000000 -0.500000 0.350000 -16.292775 8.475496 7.542970 2.562065
30.000000 -0.500000 0.400000 -16.224510 6.914834 6.048010 1.716554
30.000000 -0.500000 0.500000 -16.152383 5.150890 4.308750 1.138930
30.000000 -0.500000 0.700000 -16.092847 3.583560 2.773498 1.400596
30.000000 -0.500000 1.000000 -16.054584 2.510348 1.827820 1.888440
30.000000 -0.500000 1.200000 -16.036866 1.992836 1.482767 2.162257
30.000000 -0.500000 1.400000 -16.020392 1.498559 1.307445 2.437203
30.000000 -0.500000 1.600000 -16.003799 0.986897 1.355529 2.731635
30.000000 -0.500000 1.700200 -15.995261 0.717783 1.472667 2.889596
30.000000 0.000000 0.350000 -16.559906 8.485280 7.203420 2.349134
30.000000 0.000000 0.400000 -16.490443 6.923898 5.708192 1.477008
30.000000 0.000000 0.500000 -16.417047 5.159167 3.972561 0.983092
30.000000 0.000000 0.700000 -16.356462 3.591160 2.459384 1.454659
30.000000 0.000000 1.000000 -16.317523 2.517498 1.586031 2.025459
30.000000 0.000000 1.200000 -16.299491 1.999773 1.333843 2.325766
30.000000 0.000000 1.400000 -16.282724 1.505293 1.298000 2.621089
30.000000 0.000000 1.600000 -16.265837 0.993425 1.493000 2.933031
30.000000 0.000000 1.700200 -16.257148 0.724203 1.668034 3.099084
30.000000 0.500000 0.350000 -16.826972 8.495080 6.827007 2.130440
30.000000 0.500000 0.400000 -16.756298 6.932962 5.331120 1.223915
30.000000 0.500000 0.500000 -16.681619 5.167426 3.600090 0.859227
30.000000 0.500000 0.700000 -16.619969 3.598729 2.119767 1.547424
30.000000 0.500000 1.000000 -16.580344 2.524607 1.366882 2.186109
30.000000 0.500000 1.200000 -16.561994 2.006663 1.257907 2.508283
30.000000 0.500000 1.400000 -16.544930 1.511977 1.387739 2.820766
30.000000 0.500000 1.600000 -16.527743 0.999897 1.712115 3.147769
30.000000 0.500000 1.700200 -16.518900 0.730566 1.931466 3.320898
30.000000 1.000000 0.350000 -17.093971 8.504898 6.414100 1.911096
30.000000 1.000000 0.400000 -17.022072 6.942027 4.917064 0.959757
30.000000 1.000000 0.500000 -16.946092 5.175669 3.192175 0.797525
30.000000 1.000000 0.700000 -16.883364 3.606265 1.764441 1.678996
30.000000 1.000000 1.000000 -16.843041 2.531672 1.219093 2.369977
30.000000 1.000000 1.200000 -16.824367 2.013505 1.301913 2.709715
30.000000 1.000000 1.400000 -16.807002 1.518609 1.587273 3.036382
30.000000 1.000000 1.600000 -16.789511 1.006313 2.007866 3.376164
30.000000 1.000000 1.700200 -16.780510 0.736869 2.258484 3.555408
31.000000 -1.000000 0.350000 -14.823522 8.422118 7.570226 2.698532
31.000000 -1.000000 0.400000 -14.761738 6.865277 6.085873 1.957549
31.000000 -1.000000 0.500000 -14.696468 5.105526 4.357541 1.376003
31.000000 -1.000000 0.700000 -14.642605 3.541812 2.819173 1.380075
31.000000 -1.000000 1.000000 -14.607994 2.471020 1.839612 1.693449
31.000000 -1.000000 1.200000 -14.591970 1.954658 1.451412 1.901738
31.000000 -1.000000 1.400000 -14.577072 1.461469 1.211020 2.123306
31.000000 -1.000000 1.600000 -14.562069 0.950923 1.189543 2.369980
31.000000 -1.000000 1.700200 -14.554349 0.682393 1.281364 2.505323
31.000000 -0.500000 0.350000 -15.089473 8.431126 7.295464 2.500749
31.000000 -0.500000 0.400000 -15.026524 6.873635 5.811189 1.745546
31.000000 -0.500000 0.500000 -14.960022 5.113173 4.085845 1.220388
31.000000 -0.500000 0.700000 -14.905140 3.548848 2.563217 1.388882
31.000000 -0.500000 1.000000 -14.869874 2.477648 1.632322 1.797380
31.000000 -0.500000 1.200000 -14.853547 1.961093 1.309044 2.038308
31.000000 -0.500000 1.400000 -14.838366 1.467721 1.179635 2.284915
31.000000 -0.500000 1.600000 -14.823078 0.956989 1.294377 2.552721
31.000000 -0.500000 1.700200 -14.815213 0.688361 1.442682 2.697644
31.000000 0.000000 0.350000 -15.355360 8.440148 6.983421 2.291556
31.000000 0.000000 0.400000 -15.291233 6.881991 5.499038 1.518171
31.000000 0.000000 0.500000 -15.223486 5.120802 3.777470 1.073051
31.000000 0.000000 0.700000 -15.167573 3.555852 2.277225 1.429354
31.000000 0.000000 1.000000 -15.131644 2.484237 1.423555 1.923699
31.000000 0.000000 1.200000 -15.115008 1.967484 1.202434 2.192916
31.000000 0.000000 1.400000 -15.099541 1.473926 1.218128 2.461300
31.000000 0.000000 1.600000 -15.083965 0.963002 1.465329 2.747710
31.000000 0.000000 1.700200 -15.075950 0.694275 1.659973 2.901171
31.000000 0.500000 0.350000 -15.621182 8.449183 6.634296 2.073031
31.000000 0.500000 0.400000 -15.555865 6.890346 5.149553 1.275740
31.000000 0.500000 0.500000 -15.486857 5.128413 3.432892 0.948761
31.000000 0.500000 0.700000 -15.429901 3.562825 1.966221 1.505363
31.000000 0.500000 1.000000 -15.393299 2.490784 1.241717 2.072778
31.000000 0.500000 1.200000 -15.376351 1.973830 1.172668 2.365851
31.000000 0.500000 1.400000 -15.360593 1.480081 1.347404 2.652853
31.000000 0.500000 1.600000 -15.344723 0.968962 1.703721 2.955449
31.000000 0.500000 1.700200 -15.336557 0.700133 1.933109 3.116446
31.000000 1.000000 0.350000 -15.886937 8.458232 6.248321 1.848693
31.000000 1.000000 0.400000 -15.820418 6.898699 4.762897 1.019183
31.000000 1.000000 0.500000 -15.750134 5.136005 3.052888 0.870467
31.000000 1.000000 0.700000 -15.692120 3.569765 1.640344 1.618348
31.000000 1.000000 1.000000 -15.654834 2.497288 1.136104 2.244518
31.000000 1.000000 1.200000 -15.637570 1.980128 1.257752 2.557199
31.000000 1.000000 1.400000 -15.621516 1.486184 1.570735 2.859850
31.000000 1.000000 1.600000 -15.605348 0.974866 2.005692 3.176357
31.000000 1.000000 1.700200 -15.597029 0.705932 2.259791 3.343939
32.000000 -1.000000 0.350000 -13.626150 8.382036 7.296642 2.637507
32.000000 -1.000000 0.400000 -13.569581 6.828062 5.823069 1.976277
