,,snr,exptime,slewtime,calibtime,z,x1,c,t0,ra,dec,magabs,magobs,x0,template,fields,survey,mwebv
lowz,8692,20.0,135.84,657.4786168119144,150.0,0.10045,-0.485,0.453,61896.44,38.238174,-14.270853,-17.779993,20.617628,8.986557e-05,salt2,,lowz,0.028954782
lowz,8701,20.0,101.88,1214.1618573243654,150.0,0.12545,1.095,-0.01,61900.496,352.08624,-24.991564,-19.415777,19.499748,0.0002516203,salt2,,lowz,0.026030723
lowz,8703,20.0,124.52000000000001,1059.0359525168572,150.0,0.12715,-0.525,0.063,61900.82,22.434761,-1.290507,-19.031483,19.915627,0.00017155142,salt2,,lowz,0.032642156
lowz,8736,20.0,135.84,1227.2125084561237,150.0,0.11845,0.925,0.293,61899.19,48.54767,-39.652252,-18.562267,20.218822,0.00012975262,salt2,,lowz,0.025411526
lowz,8739,20.0,181.12,883.0227194974427,150.0,0.14775,0.225,0.211,61905.637,15.980488,-26.843441,-18.680021,20.62124,8.956706e-05,salt2,,lowz,0.020560754
lowz,8740,20.0,87.73,2640.9849401208517,150.0,0.11155,1.385,-0.002,61898.027,129.69525,-6.5335894,-19.55529,19.085756,0.00036841887,salt2,,lowz,0.028214138
lowz,8752,20.0,101.88,2727.988972993163,150.0,0.12425,1.025,-0.018,61900.25,351.22986,-51.976574,-19.451443,19.441545,0.00026547688,salt2,,lowz,0.015336383
lowz,8762,20.0,53.77,1619.8398705174302,150.0,0.06625,0.285,0.169,61893.305,74.17847,-30.1806,-18.939835,18.503584,0.0006298123,salt2,,lowz,0.017401366
lowz,8775,20.0,135.84,1507.5976260853379,150.0,0.13475,0.555,0.06,61902.45,356.91403,-65.62879,-19.235426,19.848206,0.00018254193,salt2,,lowz,0.030495416
lowz,8777,20.0,113.2,1308.7022202223623,150.0,0.10665,0.57,0.232,61897.293,334.23306,-19.230612,-18.752962,19.783585,0.00019373636,salt2,,lowz,0.027803302
lowz,8780,20.0,90.56,1644.8136769856253,150.0,0.13965,0.325,0.08,61903.598,36.3114,-0.35667196,-19.103138,20.064741,0.00014953697,salt2,,lowz,0.03576514
lowz,8804,20.0,147.16,508.68025618415476,150.0,0.13475,-0.655,0.085,61902.453,33.219364,-13.289946,-18.971224,20.112408,0.00014311382,salt2,,lowz,0.022529805
lowz,8818,20.0,101.88,400.60599909247094,150.0,0.12615,1.335,0.012,61900.625,39.615036,-19.174864,-19.493916,19.434662,0.0002671652,salt2,,lowz,0.03928862
lowz,8819,20.0,90.56,483.90859388422484,150.0,0.14345,-1.485,-0.077,61904.523,32.01146,-9.450535,-19.434975,19.796354,0.00019147096,salt2,,lowz,0.029265907
lowz,8824,20.0,135.84,961.9575023843051,150.0,0.14845,-8.526513e-14,-0.074,61905.83,20.557701,-41.253708,-19.48443,19.828035,0.00018596463,salt2,,lowz,0.02180573
lowz,8850,20.0,50.94,632.9769733351161,150.0,0.07005,0.725,0.097,61893.543,40.79525,-31.704685,-19.178015,18.392237,0.000697831,salt2,,lowz,0.01955637
lowz,8863,20.0,135.84,1159.353945701013,150.0,0.13415,1.175,0.13,61902.324,1.7220318,-67.01379,-18.923828,20.14929,0.00013833387,salt2,,lowz,0.0295735
lowz,8866,20.0,101.88,1325.1251904119506,150.0,0.13365,0.805,-0.116,61902.207,342.84976,-19.061886,-19.694855,19.36947,0.00028369838,salt2,,lowz,0.03501995
lowz,8869,20.0,147.16,757.3721862379896,150.0,0.14235,-1.23,2.7755576e-16,61904.254,344.9601,-43.30668,-19.182442,20.030684,0.00015430193,salt2,,lowz,0.015944196
lowz,8879,20.0,90.56,1003.5351413322155,150.0,0.09665,-0.195,0.125,61895.97,21.57696,-24.65838,-18.86116,19.447245,0.00026408714,salt2,,lowz,0.017612036
lowz,8884,20.0,158.48000000000002,844.505267497115,150.0,0.13645,-2.04,0.085,61902.844,351.56244,-36.148575,-18.895792,20.217388,0.00012992413,salt2,,lowz,0.023682991
lowz,8919,20.0,101.88,865.021307315274,150.0,0.10165,-0.155,0.231,61896.605,314.65164,-40.30784,-18.663631,19.7615,0.00019771743,salt2,,lowz,0.04010112
lowz,8922,20.0,56.6,1171.8989152327108,150.0,0.06945,-1.74,0.004,61893.5,17.28906,-59.341446,-18.975517,18.575153,0.00058963505,salt2,,lowz,0.026847128
lowz,8923,20.0,82.07000000000001,1562.572423675459,150.0,0.10095,0.195,0.031,61896.51,329.255,-11.100614,-19.383873,19.025248,0.0003895344,salt2,,lowz,0.04375149
lowz,8926,20.0,135.84,1286.0656129681033,150.0,0.14995,-0.07,-0.078,61906.23,353.67636,-54.78127,-19.66594,19.67037,0.00021502891,salt2,,lowz,0.019336488
lowz,8931,20.0,70.75,1216.5546932323614,150.0,0.07975,-1.785,0.073,61894.258,32.541138,-20.940548,-18.924414,18.941914,0.0004206095,salt2,,lowz,0.020254621
lowz,8939,20.0,90.56,988.1846187282031,150.0,0.09935,0.39,0.103,61896.305,0.7626082,-5.341628,-19.11438,19.257748,0.00031444564,salt2,,lowz,0.043272294
lowz,8951,20.0,82.07000000000001,974.0885214510474,150.0,0.07695,-1.055,0.255,61894.035,326.7522,-8.740606,-18.47795,19.306614,0.00030060706,salt2,,lowz,0.04483531
lowz,8996,20.0,90.56,1683.0380010011215,150.0,0.10865,-0.075,-0.037,61897.594,32.45366,-4.558849,-19.491423,19.088314,0.0003675523,salt2,,lowz,0.02623779
lowz,9004,20.0,181.12,2641.1047479895947,150.0,0.13275,0.05,0.331,61902.004,140.55537,-2.9486582,-18.278088,20.77033,7.807512e-05,salt2,,lowz,0.043470558
lowz,9013,20.0,124.52000000000001,2138.1316804881717,150.0,0.12715,0.065,0.07,61900.836,53.975605,-42.143093,-19.006475,19.940632,0.00016764544,salt2,,lowz,0.017979626
lowz,9024,20.0,135.84,1481.7117466047316,150.0,0.13825,1.33,0.088,61903.266,351.50577,-20.202333,-19.18448,19.959612,0.00016474038,salt2,,lowz,0.034522966
lowz,9025,20.0,147.16,776.3056181592549,150.0,0.14565,-1.115,-0.013,61905.08,325.40796,-28.63533,-19.14704,20.12031,0.0001420761,salt2,,lowz,0.048138615
lowz,9035,20.0,48.11,943.3237642540805,150.0,0.06575,0.465,0.094,61893.277,357.946,-49.953716,-19.185738,18.240475,0.00080251857,salt2,,lowz,0.024189156
lowz,9042,20.0,36.79,899.7568139940977,150.0,0.05005,0.425,0.186,61892.57,316.5758,-39.71706,-18.762957,18.046803,0.0009592325,salt2,,lowz,0.036301408
lowz,9061,20.0,87.73,626.5448588861186,150.0,0.09565,-0.41,0.077,61895.848,339.52933,-48.319332,-18.952349,19.332024,0.00029365334,salt2,,lowz,0.014230941
lowz,9072,20.0,65.09,1712.189213528956,150.0,0.08915,0.805,-0.031,61895.13,76.24284,-37.852516,-19.496782,18.625322,0.00056300964,salt2,,lowz,0.031322915
lowz,9087,20.0,82.07000000000001,2108.3588565404248,150.0,0.10595,0.32,-0.079,61897.184,306.01282,-47.04602,-19.617561,18.903688,0.00043568172,salt2,,lowz,0.04044408
lowz,9095,20.0,147.16,2073.50142330208,150.0,0.11975,-0.325,0.277,61899.42,58.487103,-29.10372,-18.522633,20.283978,0.00012219502,salt2,,lowz,0.009686506
lowz,9100,20.0,113.2,2088.8532366375807,150.0,0.14025,1.0,-0.066,61903.734,144.1122,-5.9384294,-19.698809,19.479193,0.0002564291,salt2,,lowz,0.03711568
lowz,9109,20.0,147.16,1874.2021900988277,150.0,0.14745,-0.99,-0.026,61905.56,69.471596,-30.993778,-19.17466,20.121784,0.00014188323,salt2,,lowz,0.038397897
lowz,9120,20.0,113.2,1036.6623697231373,150.0,0.10315,-1.24,0.145,61896.8,25.458738,-36.574505,-18.706675,19.752417,0.00019937841,salt2,,lowz,0.026147604
lowz,9121,20.0,82.07000000000001,664.5067387194026,150.0,0.10545,0.725,-0.016,61897.12,0.056808703,-40.764618,-19.502693,19.00757,0.0003959282,salt2,,lowz,0.014371245
lowz,9129,20.0,135.84,980.1081953886116,150.0,0.14125,-0.775,-0.021,61903.984,29.631878,-17.868696,-19.10457,20.090218,0.00014606879,salt2,,lowz,0.029142935
lowz,9148,20.0,147.16,1334.3721741590953,150.0,0.13225,-2.115,0.015,61901.895,348.693,-57.580936,-18.935947,20.10359,0.0001442808,salt2,,lowz,0.016415989
lowz,9163,20.0,8.49,1184.359606663006,150.0,0.02955,0.26,0.094,61892.117,80.3095,-60.683376,-19.046297,16.587057,0.0036797782,salt2,,lowz,0.033880677
lowz,9172,20.0,90.56,998.9327450404426,150.0,0.11025,0.145,-0.023,61897.83,31.765121,-41.303223,-19.27345,19.340302,0.0002914233,salt2,,lowz,0.020570232
lowz,9173,20.0,45.28,310.181692385695,150.0,0.07525,1.25,-0.084,61893.9,29.002481,-37.34652,-19.681852,18.051668,0.00095494237,salt2,,lowz,0.025896646
lowz,9187,20.0,82.07000000000001,734.0778772226361,150.0,0.09145,0.47,0.169,61895.38,0.69914025,-33.550777,-18.840506,19.340265,0.00029143313,salt2,,lowz,0.013663629
lowz,9192,20.0,8.49,1217.9170307480786,150.0,0.02255,0.445,0.008,61892.055,56.337803,-37.879684,-19.318605,15.716486,0.0082044685,salt2,,lowz,0.015755683
lowz,9205,20.0,135.84,1091.8490929318589,150.0,0.14845,0.645,-0.005,61905.816,6.178052,-63.30541,-19.381493,19.930973,0.00016914358,salt2,,lowz,0.019434322
lowz,9208,20.0,124.52000000000001,1434.7570256029821,150.0,0.14505,-0.475,-0.146,61904.926,49.47846,-17.710236,-19.733341,19.524235,0.00024600892,salt2,,lowz,0.040859133
lowz,9263,20.0,135.84,1372.9620914276452,150.0,0.11695,-2.445,0.071,61898.926,356.44122,-11.317716,-18.66388,20.087431,0.00014644422,salt2,,lowz,0.037202056
lowz,9267,20.0,82.07000000000001,2924.0643680690646,150.0,0.10635,-0.03,-0.074,61897.242,117.96094,-2.2152789,-19.389507,19.140495,0.0003503054,salt2,,lowz,0.049616534
lowz,9291,20.0,113.2,1790.5924102733914,150.0,0.11195,-0.795,0.063,61898.098,69.16487,-62.26287,-19.194622,19.454763,0.00026226437,salt2,,lowz,0.039364822
lowz,9293,20.0,113.2,2083.877475892849,150.0,0.12165,-0.195,-0.001,61899.766,158.13745,-7.280025,-19.097769,19.745678,0.00020061975,salt2,,lowz,0.049191054
lowz,9301,20.0,79.24000000000001,3231.867125555878,150.0,0.07975,1.07,0.317,61894.258,23.479206,-1.3692112,-18.595253,19.271074,0.00031060984,salt2,,lowz,0.031297613
lowz,9307,20.0,124.52000000000001,1299.2475066019842,150.0,0.13175,0.615,0.052,61901.785,49.85107,-43.610558,-19.147184,19.88344,0.00017671306,salt2,,lowz,0.018375318
lowz,9326,20.0,50.94,1389.8119230881146,150.0,0.06705,-2.075,-0.033,61893.35,15.08508,-1.3685597,-18.896954,18.573736,0.0005904048,salt2,,lowz,0.04894778
lowz,9339,20.0,73.58,1745.5748681065315,150.0,0.08195,-0.975,0.139,61894.445,319.0341,-50.563255,-18.717794,19.210876,0.00032831772,salt2,,lowz,0.032622922
lowz,9376,20.0,70.75,1711.8897194460192,150.0,0.09005,-0.705,-0.036,61895.227,25.623964,-11.162879,-19.3532,18.792028,0.00048287318,salt2,,lowz,0.027031599
lowz,9387,20.0,147.16,1287.2575359498742,150.0,0.12145,-0.33,0.28,61899.73,12.310249,-57.855267,-18.314796,20.524797,9.788716e-05,salt2,,lowz,0.029111875
lowz,9405,20.0,147.16,680.8775977039552,150.0,0.13525,-0.82,0.09,61902.555,22.542156,-38.03165,-18.759468,20.33289,0.000116812334,salt2,,lowz,0.020244937
lowz,9407,20.0,169.8,1027.4501544841755,150.0,0.13635,-1.19,0.194,61902.805,5.123336,-5.39808,-18.526236,20.585217,9.258875e-05,salt2,,lowz,0.042176228
lowz,9409,20.0,101.88,950.5511214990286,150.0,0.08865,-0.165,0.39,61895.08,335.39874,-21.241222,-17.964716,20.144444,0.00013895272,salt2,,lowz,0.034994
lowz,9434,20.0,169.8,793.1200130170253,150.0,0.13385,-1.725,0.143,61902.25,2.6923063,-17.932348,-18.672935,20.39491,0.0001103266,salt2,,lowz,0.033921193
lowz,9449,20.0,192.44,3416.8454329919723,150.0,0.14345,-2.015,0.156,61904.52,149.2805,-0.84898156,-18.575691,20.655638,8.677397e-05,salt2,,lowz,0.049605016
lowz,9451,20.0,135.84,2469.984398132044,150.0,0.14605,0.015,-0.053,61905.188,41.5479,-51.748585,-19.4392,19.834644,0.0001848363,salt2,,lowz,0.029012289
lowz,9457,20.0,135.84,1490.2260037354404,150.0,0.13395,-1.59,-0.074,61902.277,314.64304,-41.749683,-19.27422,19.795385,0.00019164197,salt2,,lowz,0.045950502
lowz,9486,20.0,90.56,3271.2186793773863,150.0,0.10465,0.575,0.083,61897.004,134.41742,-2.5600474,-18.981607,19.510979,0.00024903085,salt2,,lowz,0.023592627
lowz,9497,20.0,90.56,1793.7861912039298,150.0,0.11325,-0.37,-0.076,61898.297,70.38906,-45.55094,-19.556438,19.119854,0.00035702845,salt2,,lowz,0.016328312
lowz,9510,20.0,113.2,2338.2232600210755,150.0,0.12575,-1.89,-0.088,61900.555,173.00874,-6.1305356,-19.217026,19.704102,0.0002084511,salt2,,lowz,0.038575947
lowz,9518,20.0,147.16,3277.566405551668,150.0,0.13715,-1.78,0.005,61902.992,28.482145,-20.80626,-19.115738,20.00951,0.00015734063,salt2,,lowz,0.021750407
lowz,9539,20.0,90.56,910.3685482320607,150.0,0.11045,-0.08,0.004,61897.86,61.416786,-30.444038,-19.239925,19.378046,0.00028146635,salt2,,lowz,0.01865766
lowz,9553,20.0,158.48000000000002,1626.7275924342928,150.0,0.14665,-0.615,0.062,61905.35,329.7807,-66.96485,-19.071835,20.211721,0.00013060399,salt2,,lowz,0.047363482
lowz,9555,20.0,147.16,359.7714268235111,150.0,0.14165,0.58,0.135,61904.074,331.5751,-60.31826,-19.042818,20.158653,0.00013714607,salt2,,lowz,0.045813795
lowz,9567,20.0,36.79,1446.3374954326673,150.0,0.04725,-1.11,0.06,61892.48,46.624805,-32.61955,-18.970312,17.710098,0.0013079919,salt2,,lowz,0.016958047
lowz,9576,20.0,62.260000000000005,679.4900641613469,150.0,0.08015,-1.65,-0.061,61894.293,28.604671,-48.499928,-19.470163,18.407621,0.0006880128,salt2,,lowz,0.023119254
lowz,9579,20.0,192.44,1509.2151195211188,150.0,0.13565,-1.265,0.258,61902.664,306.84753,-37.951313,-18.321985,20.777332,7.757318e-05,salt2,,lowz,0.04951401
lowz,9594,20.0,101.88,1989.582399611419,150.0,0.10855,-0.735,0.025,61897.574,31.960474,-11.889486,-19.1941,19.383495,0.00028005714,salt2,,lowz,0.023971476
lowz,9626,20.0,124.52000000000001,1020.096116648966,150.0,0.13935,0.855,-0.009,61903.516,356.2914,-24.214445,-19.389048,19.77375,0.00019549887,salt2,,lowz,0.02546548
lowz,9638,20.0,124.52000000000001,3577.1204260730847,150.0,0.14555,0.725,-0.094,61905.055,171.79117,-6.227675,-19.798653,19.467072,0.0002593082,salt2,,lowz,0.049611393
lowz,9645,20.0,147.16,3206.173741478996,150.0,0.14085,-1.605,-0.022,61903.89,38.31573,-2.102821,-19.22984,19.958248,0.00016494736,salt2,,lowz,0.03537552
lowz,9658,20.0,16.98,1485.2011302599863,150.0,0.04085,0.56,-0.037,61892.312,14.398009,-55.230145,-19.621813,16.732569,0.0032182294,salt2,,lowz,0.024473172
lowz,9662,20.0,158.48000000000002,1335.1871519198587,150.0,0.12715,0.595,0.307,61900.832,28.9791,-6.699641,-18.216682,20.730425,8.099803e-05,salt2,,lowz,0.028802019
lowz,9693,20.0,147.16,782.2111794263583,150.0,0.14135,-0.015,0.05,61903.996,3.5219867,-4.66322,-19.123018,20.073444,0.0001483431,salt2,,lowz,0.036263146
lowz,9737,20.0,147.16,3369.0815507910324,150.0,0.13405,0.295,0.158,61902.29,144.9104,-5.897111,-18.696188,20.375175,0.000112350426,salt2,,lowz,0.03700378
lowz,9763,20.0,101.88,3082.065245505562,150.0,0.11265,0.635,0.047,61898.2,16.638992,-4.513359,-19.179388,19.484522,0.00025517357,salt2,,lowz,0.0403637
lowz,9764,20.0,33.96,1214.69599315727,150.0,0.05895,1.355,-0.012,61892.926,344.8956,-38.51192,-19.445353,17.733475,0.0012801324,salt2,,lowz,0.015744306
lowz,9771,20.0,113.2,926.2006366717669,150.0,0.11635,-1.615,0.013,61898.816,18.967043,-24.881775,-19.222862,19.516436,0.0002477823,salt2,,lowz,0.023823956
lowz,9774,20.0,135.84,3560.0463719540758,150.0,0.10315,-1.58,0.31,61896.797,184.04156,-3.101899,-18.20905,20.250042,0.00012607478,salt2,,lowz,0.04143815
lowz,9776,20.0,124.52000000000001,2500.702675870559,150.0,0.13395,0.2,0.025,61902.277,79.42676,-26.888887,-19.259956,19.809649,0.00018914074,salt2,,lowz,0.021888942
lowz,9807,20.0,147.16,1832.1939191337299,150.0,0.11885,-1.675,0.193,61899.25,1.3943638,-17.161613,-18.478607,20.310362,0.00011926148,salt2,,lowz,0.029983481
lowz,9811,20.0,113.2,2022.1301501396492,150.0,0.11845,0.1,0.097,61899.19,89.153946,-27.103247,-18.938475,19.842615,0.00018348436,salt2,,lowz,0.03912569
lowz,9822,20.0,147.16,1142.2518602091516,150.0,0.13975,-2.125,-0.076,61903.625,41.881535,-44.259396,-19.13461,20.03496,0.00015369538,salt2,,lowz,0.021821776
lowz,9827,20.0,192.44,2363.3570429345023,150.0,0.14105,-0.175,0.304,61903.926,139.60902,-0.08642408,-18.266598,20.924843,6.771859e-05,salt2,,lowz,0.038454313
lowz,9837,20.0,113.2,1689.1395561079962,150.0,0.13565,0.265,-0.101,61902.66,79.67939,-34.617718,-19.700657,19.398663,0.0002761722,salt2,,lowz,0.04862702
lowz,9842,20.0,124.52000000000001,1572.7478670671132,150.0,0.14985,0.775,-0.067,61906.195,9.608003,-24.86684,-19.568104,19.766623,0.00019678658,salt2,,lowz,0.017330047
lowz,9848,20.0,147.16,1117.8838485042802,150.0,0.14115,0.26,0.065,61903.945,55.011406,-31.499844,-19.125515,20.0676,0.00014914364,salt2,,lowz,0.017715557
lowz,9867,20.0,73.58,1290.4205228620744,150.0,0.09755,1.535,0.06,61896.08,4.053317,-17.626583,-19.34761,18.98222,0.0004052817,salt2,,lowz,0.04898347
lowz,9883,20.0,124.52000000000001,1027.549810105687,150.0,0.12325,-1.76,-0.042,61900.06,42.1758,-26.470984,-19.29267,19.581379,0.00023339578,salt2,,lowz,0.028054245
lowz,9905,20.0,158.48000000000002,3004.4351475934654,150.0,0.14875,-0.585,0.033,61905.92,171.01193,-0.51727855,-19.278046,20.039207,0.00015309524,salt2,,lowz,0.03739725
lowz,9908,20.0,70.75,3665.484730771907,150.0,0.09175,0.545,0.024,61895.402,340.03854,-24.12276,-19.274734,18.913586,0.0004317286,salt2,,lowz,0.029190805
lowz,9979,20.0,25.47,3616.987781929338,150.0,0.04735,1.645,-0.032,61892.48,144.96594,-0.9059388,-19.632206,17.052952,0.002395876,salt2,,lowz,0.039550543
lowz,9988,20.0,101.88,2361.4874036976616,150.0,0.10415,-2.725,-0.019,61896.934,43.557343,-57.213486,-18.983809,19.497662,0.00025210413,salt2,,lowz,0.021916458
lowz,9995,20.0,113.2,1093.5932159989593,150.0,0.13245,-1.03,-0.147,61901.945,1.9947445,-30.398125,-19.604597,19.438496,0.00026622356,salt2,,lowz,0.01578503
lowz,10011,20.0,90.56,1541.756357373001,150.0,0.11965,0.78,-0.035,61899.39,72.0071,-31.155548,-19.542002,19.262653,0.00031302805,salt2,,lowz,0.0292625
lowz,10014,20.0,87.73,1259.7196139356133,150.0,0.10635,-0.12,-0.052,61897.25,28.63693,-7.9289746,-19.38755,19.142452,0.00034967464,salt2,,lowz,0.02684163
lowz,10028,20.0,147.16,637.8000605182251,150.0,0.10515,1.625,0.582,61897.07,21.019117,-25.500608,-17.722765,20.780884,7.731984e-05,salt2,,lowz,0.01803636
lowz,10031,20.0,87.73,511.6132611477985,150.0,0.10335,-1.33,-0.101,61896.824,29.016552,-37.066402,-19.723509,18.740074,0.0005065413,salt2,,lowz,0.016404191
lowz,10056,20.0,124.52000000000001,925.270529831587,150.0,0.14265,0.305,-0.055,61904.324,70.274124,-45.164654,-19.532291,19.685812,0.00021199233,salt2,,lowz,0.015294693
lowz,10068,20.0,135.84,1002.677709813732,150.0,0.13775,-1.63,-0.044,61903.137,17.226007,-50.76903,-19.183472,19.952072,0.00016588831,salt2,,lowz,0.017690603
lowz,10077,20.0,158.48000000000002,2977.097139287251,150.0,0.11985,-1.05,0.264,61899.438,191.82132,-6.382332,-18.386347,20.422215,0.00010758673,salt2,,lowz,0.03215603
lowz,10098,20.0,135.84,1172.8846189909852,150.0,0.13035,-1.535,-0.032,61901.49,149.61606,-17.901787,-19.068361,19.937138,0.00016818587,salt2,,lowz,0.043482214
lowz,10111,20.0,158.48000000000002,2218.0603709610095,150.0,0.11425,-1.285,0.322,61898.477,31.443302,-57.406532,-17.992083,20.70471,8.293943e-05,salt2,,lowz,0.033296015
lowz,10124,20.0,101.88,1412.7038579276982,150.0,0.12825,0.775,-0.067,61901.055,38.713863,-4.3702626,-19.641832,19.325502,0.00029542262,salt2,,lowz,0.028719213
lowz,10129,20.0,135.84,2028.7659918619315,150.0,0.14785,0.695,-0.004,61905.67,318.4112,-52.551064,-19.186598,20.116266,0.00014260603,salt2,,lowz,0.03148091
lowz,10164,20.0,135.84,437.3734195055153,150.0,0.14255,0.145,0.039,61904.31,334.8277,-51.50838,-18.925753,20.290691,0.000121441735,salt2,,lowz,0.02856011
lowz,10165,20.0,124.52000000000001,1370.1023174028837,150.0,0.13605,-1.465,-0.098,61902.734,359.15536,-4.212157,-19.28243,19.823828,0.00018668697,salt2,,lowz,0.03598847
lowz,10171,20.0,70.75,1825.9092248622828,150.0,0.08655,0.15,0.09,61894.875,63.484406,-53.736393,-18.987263,19.066765,0.00037492032,salt2,,lowz,0.018034246
lowz,10173,20.0,147.16,1685.5684109892368,150.0,0.14375,-0.035,0.059,61904.605,359.04187,-11.8815365,-19.23184,20.00443,0.00015807847,salt2,,lowz,0.035940446
lowz,10179,20.0,82.07000000000001,2932.5016975626495,150.0,0.11235,0.965,-0.09,61898.16,121.13849,-2.5527046,-19.736052,18.921644,0.0004285357,salt2,,lowz,0.0353218
lowz,10190,20.0,113.2,1566.0697525315436,150.0,0.12255,-0.08,0.056,61899.926,181.37709,-4.659279,-19.060797,19.799911,0.00019084483,salt2,,lowz,0.03865219
lowz,10193,20.0,113.2,2274.627170083941,150.0,0.12935,0.65,0.014,61901.29,84.50584,-45.04266,-19.490435,19.496965,0.0002522661,salt2,,lowz,0.04592142
lowz,10221,20.0,67.92,1232.629137272924,150.0,0.06595,-0.395,0.328,61893.29,8.552531,-61.152855,-18.39014,19.042969,0.00038322798,salt2,,lowz,0.017657962
lowz,10224,20.0,181.12,634.1830682558777,150.0,0.14635,-0.17,0.179,61905.285,45.20678,-57.362934,-18.573057,20.705647,8.2867795e-05,salt2,,lowz,0.019814821
lowz,10236,20.0,124.52000000000001,2139.0980246815684,150.0,0.14895,1.735,-0.024,61905.96,140.94107,-8.961563,-19.449577,19.870861,0.00017877224,salt2,,lowz,0.045877337
lowz,10243,20.0,70.75,3425.4900098696808,150.0,0.09895,1.97,0.022,61896.254,338.98642,-24.112305,-19.533398,18.829393,0.00046653813,salt2,,lowz,0.026999492
lowz,10245,20.0,147.16,1941.4323038642017,150.0,0.12555,-1.32,0.122,61900.508,82.68541,-57.561203,-18.862543,20.05485,0.00015090534,salt2,,lowz,0.0482272
lowz,10271,20.0,90.56,1931.3611294118164,150.0,0.09675,0.295,0.173,61895.977,335.1168,-26.828024,-18.866983,19.44381,0.0002649238,salt2,,lowz,0.026029546
lowz,10280,20.0,62.260000000000005,1024.7796067751547,150.0,0.08655,0.475,-0.033,61894.867,14.721012,-22.309477,-19.544428,18.5096,0.0006263321,salt2,,lowz,0.018943653
lowz,10300,20.0,65.09,809.852353915629,150.0,0.09175,-0.025,-0.132,61895.402,349.26242,-11.404412,-19.71537,18.472948,0.00064783613,salt2,,lowz,0.03475103
lowz,10329,20.0,101.88,1221.358349370219,150.0,0.10335,-2.015,-0.001,61896.83,34.906498,-9.637014,-19.054329,19.409254,0.000273491,salt2,,lowz,0.034477733
lowz,10346,20.0,101.88,1794.7876968421583,150.0,0.12465,0.59,-0.036,61900.332,322.4567,-20.984735,-19.399967,19.500555,0.00025143338,salt2,,lowz,0.044826094
lowz,10356,20.0,90.56,2135.333415397254,150.0,0.14645,-0.655,-0.048,61905.297,77.58399,-56.6133,-19.433187,19.847134,0.0001827222,salt2,,lowz,0.02608417
lowz,10367,20.0,124.52000000000001,1183.694632008937,150.0,0.13485,1.985,0.09,61902.473,338.01404,-66.46447,-19.29256,19.792818,0.00019209558,salt2,,lowz,0.032688785
lowz,10373,20.0,90.56,742.4630779793347,150.0,0.10065,0.69,0.11,61896.47,332.9737,-42.977127,-19.031412,19.370815,0.00028334706,salt2,,lowz,0.015243195
lowz,10402,20.0,147.16,1115.2916865893949,150.0,0.14205,-0.12,0.034,61904.18,358.1409,-9.352776,-19.223654,19.984484,0.00016100948,salt2,,lowz,0.041339584
lowz,10404,20.0,135.84,1201.466782493279,150.0,0.13745,-1.37,-0.059,61903.074,346.56854,-52.317886,-19.30541,19.824991,0.00018648691,salt2,,lowz,0.015556127
lowz,10428,20.0,113.2,1370.448670025366,150.0,0.11865,-0.115,0.032,61899.215,56.910175,-35.053326,-19.187895,19.597137,0.00023003297,salt2,,lowz,0.012868128
lowz,10429,20.0,101.88,1034.8113777141514,150.0,0.12945,0.855,-0.108,61901.305,13.095157,-57.187843,-19.667116,19.322098,0.00029635045,salt2,,lowz,0.029333062
lowz,10433,20.0,36.79,936.2439050460514,150.0,0.05005,-0.685,0.15,61892.57,5.741162,-25.388035,-18.780691,18.029068,0.00097502867,salt2,,lowz,0.020729315
lowz,10447,20.0,50.94,789.9627970296169,150.0,0.07335,0.14,-0.041,61893.76,8.325488,-51.065567,-19.590137,18.085016,0.00092605763,salt2,,lowz,0.014010065
lowz,10448,20.0,50.94,407.8989162554433,150.0,0.08005,0.425,-0.126,61894.285,8.039702,-42.2419,-19.712896,18.162027,0.0008626478,salt2,,lowz,0.014385544
lowz,10468,20.0,82.07000000000001,1040.4847392866088,150.0,0.09745,-0.645,0.01,61896.066,57.666065,-40.19276,-19.017035,19.310423,0.0002995541,salt2,,lowz,0.019171339
lowz,10475,20.0,158.48000000000002,632.5491075512781,150.0,0.14525,-0.875,0.024,61904.977,38.785137,-29.472895,-18.952847,20.307991,0.00011952218,salt2,,lowz,0.01787893
lowz,10476,20.0,8.49,1490.6753506616183,150.0,0.04375,0.855,0.107,61892.383,332.00095,-30.998688,-18.886179,17.621666,0.001418987,salt2,,lowz,0.019855581
lowz,10491,20.0,82.07000000000001,1625.882435170288,150.0,0.11485,-0.075,-0.182,61898.566,37.49593,-12.321002,-19.746462,18.962551,0.0004126905,salt2,,lowz,0.02318939
lowz,10495,20.0,169.8,1015.0698011860502,150.0,0.14055,-2.785,0.044,61903.805,70.62274,-30.85814,-18.678608,20.504442,9.973961e-05,salt2,,lowz,0.037696447
lowz,10498,20.0,73.58,2472.377024034339,150.0,0.08645,0.3,0.13,61894.863,174.15038,-2.4457421,-18.82817,19.2232,0.00032461205,salt2,,lowz,0.03281301
lowz,10509,20.0,147.16,2643.6669869029965,150.0,0.14095,0.36,0.087,61903.89,64.99548,-14.308036,-19.187536,20.002228,0.00015839947,salt2,,lowz,0.047526643
lowz,10511,20.0,48.11,1545.651345133968,150.0,0.07725,1.61,-0.018,61894.06,8.169774,-54.016582,-19.736778,18.056679,0.0009505463,salt2,,lowz,0.02384462
