,,snr,exptime,slewtime,calibtime,z,x1,c,t0,ra,dec,magabs,magobs,x0,template,fields,survey,mwebv
lowz,96,20.0,124.52000000000001,1539.249329073607,150.0,0.14255,0.74,-0.073,61904.3,46.29323,-67.41417,-19.697887,19.518557,0.00024729889,salt2,,lowz,0.041057184
lowz,111,20.0,82.07000000000001,968.6840262337578,150.0,0.10185,-0.885,-0.056,61896.625,315.52063,-64.65572,-19.265865,19.163822,0.0003428594,salt2,,lowz,0.044523
lowz,117,20.0,36.79,1509.0747473514816,150.0,0.05025,-1.835,0.011,61892.58,66.72845,-45.464375,-19.010826,17.807901,0.001195319,salt2,,lowz,0.014268889
lowz,125,20.0,82.07000000000001,682.6871769948895,150.0,0.10775,0.61,-0.033,61897.45,48.966995,-63.979233,-19.555038,19.005358,0.00039673634,salt2,,lowz,0.034542523
lowz,192,20.0,90.56,1253.2846972968523,150.0,0.11465,0.28,-0.005,61898.54,9.100898,-25.527458,-19.249746,19.455198,0.00026215918,salt2,,lowz,0.0182964
lowz,195,20.0,113.2,1166.9713457700905,150.0,0.12355,-1.11,-0.028,61900.13,321.17975,-41.990063,-19.28881,19.590935,0.00023135079,salt2,,lowz,0.04532748
lowz,215,20.0,113.2,947.91040837031,150.0,0.12665,-0.99,-0.045,61900.73,7.6574326,-49.371883,-19.341238,19.596622,0.00023014206,salt2,,lowz,0.015920727
lowz,229,20.0,101.88,929.5754399665038,150.0,0.13225,0.81,-0.088,61901.89,327.4259,-36.059563,-19.624153,19.415384,0.00027195117,salt2,,lowz,0.024920156
lowz,266,20.0,79.24000000000001,421.69323093437276,150.0,0.08555,-0.82,0.118,61894.777,334.06445,-28.46641,-18.718426,19.308899,0.00029997487,salt2,,lowz,0.019408263
lowz,290,20.0,90.56,3480.2041069060474,150.0,0.10955,0.2,0.001,61897.723,138.59933,-3.2761085,-19.48476,19.114166,0.0003589038,salt2,,lowz,0.040476047
lowz,314,20.0,124.52000000000001,3857.366615757873,150.0,0.11865,-1.515,0.074,61899.22,310.69162,-13.299311,-18.845243,19.939789,0.00016777586,salt2,,lowz,0.04968841
lowz,342,20.0,70.75,1400.9728046413532,150.0,0.10055,0.73,-0.097,61896.453,336.54456,-62.857285,-19.804129,18.595797,0.00057853,salt2,,lowz,0.03064136
lowz,344,20.0,124.52000000000001,1153.6127635101434,150.0,0.13245,0.02,-0.009,61901.938,309.825,-24.93843,-19.335371,19.707722,0.0002077572,salt2,,lowz,0.047174502
lowz,355,20.0,113.2,3036.5128613897537,150.0,0.13545,0.655,-0.038,61902.61,173.06657,-9.953591,-19.584719,19.511122,0.00024899794,salt2,,lowz,0.047046177
lowz,375,20.0,90.56,3033.769900324551,150.0,0.09345,-0.65,0.208,61895.598,10.305098,-42.55928,-18.308697,19.921959,0.00017055376,salt2,,lowz,0.014096218
lowz,421,20.0,45.28,771.7244254415757,150.0,0.06025,0.655,0.191,61892.99,11.720723,-67.493286,-18.802845,18.425331,0.0006768813,salt2,,lowz,0.024316242
lowz,434,20.0,113.2,780.1620269926784,150.0,0.12835,0.535,-0.027,61901.08,325.65076,-54.07677,-19.453835,19.515331,0.00024803454,salt2,,lowz,0.022468075
lowz,447,20.0,70.75,1617.4943819197829,150.0,0.08775,-0.155,0.004,61894.99,48.96725,-29.911337,-19.385817,18.69987,0.0005256506,salt2,,lowz,0.024609787
lowz,462,20.0,147.16,321.0236204110037,150.0,0.14945,0.06,0.044,61906.098,43.243435,-29.61964,-18.98106,20.347326,0.00011526948,salt2,,lowz,0.02317174
lowz,478,20.0,192.44,812.4426720409601,150.0,0.14325,0.665,0.327,61904.48,33.47257,-55.444054,-18.406034,20.821995,7.4446914e-05,salt2,,lowz,0.038031995
lowz,485,20.0,87.73,872.5987491851477,150.0,0.10355,0.15,-0.003,61896.855,2.5004394,-35.04623,-19.402386,19.06568,0.00037529483,salt2,,lowz,0.0132603785
lowz,488,20.0,158.48000000000002,1022.417312573463,150.0,0.14755,-0.37,0.09,61905.58,30.05401,-9.221283,-18.859966,20.438084,0.000106025655,salt2,,lowz,0.027292265
lowz,508,20.0,113.2,839.6985791255377,150.0,0.14165,0.245,-0.122,61904.074,42.690002,-34.671566,-19.65888,19.542591,0.00024188469,salt2,,lowz,0.030646114
lowz,526,20.0,67.92,1301.6468642324853,150.0,0.07365,-1.445,0.131,61893.785,344.3425,-31.146217,-18.65361,19.030855,0.00038752754,salt2,,lowz,0.028050454
lowz,541,20.0,158.48000000000002,1178.5760904606184,150.0,0.13675,-0.94,0.138,61902.902,31.478958,-61.641685,-18.557545,20.560814,9.4693336e-05,salt2,,lowz,0.040721893
lowz,546,20.0,82.07000000000001,500.6252196070129,150.0,0.09155,0.63,0.148,61895.383,58.646324,-61.097202,-18.860004,19.323284,0.00029602696,salt2,,lowz,0.03361424
lowz,554,20.0,113.2,1209.6525750887408,150.0,0.13045,1.84,0.042,61901.504,34.893097,-19.997946,-19.500818,19.506483,0.00025006404,salt2,,lowz,0.03772369
lowz,563,20.0,90.56,603.7272845098773,150.0,0.11505,0.195,-0.02,61898.594,38.16943,-2.7903032,-19.498207,19.214865,0.0003271138,salt2,,lowz,0.031296346
lowz,564,20.0,181.12,2634.1376252964988,150.0,0.13595,-0.23,0.313,61902.71,146.60349,-11.346188,-18.288862,20.815664,7.488233e-05,salt2,,lowz,0.047959365
lowz,565,20.0,113.2,3254.6503470351067,150.0,0.12555,1.09,0.086,61900.51,342.4698,-31.044676,-19.240175,19.677217,0.00021367698,salt2,,lowz,0.020232925
lowz,572,20.0,135.84,1393.415246957417,150.0,0.13285,0.305,0.142,61902.04,50.071835,-53.69921,-18.710417,20.339775,0.00011607401,salt2,,lowz,0.0365944
lowz,587,20.0,73.58,1279.3995530046507,150.0,0.09145,0.385,0.065,61895.37,40.94081,-6.8423004,-18.94271,19.238058,0.00032019988,salt2,,lowz,0.035979163
lowz,620,20.0,56.6,1174.755018780265,150.0,0.07575,0.725,0.085,61893.94,76.20228,-34.801353,-19.061718,18.686928,0.0005319533,salt2,,lowz,0.019286426
lowz,644,20.0,147.16,2541.8361156304136,150.0,0.12875,-1.37,0.121,61901.152,187.89937,-7.0437403,-18.729279,20.247196,0.00012640566,salt2,,lowz,0.027120331
lowz,654,20.0,135.84,637.7558250989201,150.0,0.13545,0.4,0.052,61902.605,206.48972,-2.7446887,-19.023521,20.072319,0.00014849688,salt2,,lowz,0.04628257
lowz,657,20.0,62.260000000000005,2719.009161409443,150.0,0.08995,1.36,-0.023,61895.22,35.137016,-65.74507,-19.691368,18.451303,0.00066088105,salt2,,lowz,0.030446235
lowz,666,20.0,158.48000000000002,920.0268003026297,150.0,0.14375,0.215,0.108,61904.605,66.686005,-39.791,-19.024176,20.212095,0.0001305589,salt2,,lowz,0.04254175
lowz,670,20.0,101.88,1731.6207560869843,150.0,0.12975,0.205,-0.082,61901.375,326.71225,-47.62309,-19.536907,19.457747,0.00026154477,salt2,,lowz,0.027020592
lowz,702,20.0,48.11,3183.1865150602694,150.0,0.07475,0.675,-0.056,61893.863,148.72238,-0.5556435,-19.553467,18.164831,0.0008604228,salt2,,lowz,0.038932256
lowz,706,20.0,79.24000000000001,3620.2141927101407,150.0,0.10055,0.195,-0.031,61896.45,337.2199,-27.109146,-19.205791,19.194134,0.00033341986,salt2,,lowz,0.02234811
lowz,714,20.0,82.07000000000001,699.4715127695133,150.0,0.09195,-2.405,-0.066,61895.43,1.549508,-26.091673,-19.016748,19.17659,0.0003388511,salt2,,lowz,0.019591143
lowz,718,20.0,124.52000000000001,507.0487394563131,150.0,0.13605,0.585,-0.011,61902.746,2.4546468,-39.288742,-19.348152,19.758106,0.00019833617,salt2,,lowz,0.01650616
lowz,731,20.0,90.56,3113.2339223604754,150.0,0.11755,1.0,-0.057,61899.023,172.95422,-11.252833,-19.643625,19.119638,0.0003570993,salt2,,lowz,0.039323825
lowz,742,20.0,124.52000000000001,3564.957670324346,150.0,0.13205,0.83,0.035,61901.844,357.94507,-19.654371,-19.322515,19.713459,0.00020666207,salt2,,lowz,0.018651426
lowz,769,20.0,70.75,901.2720806580298,150.0,0.07775,-1.64,0.075,61894.098,4.4454865,-49.899178,-18.885841,18.922369,0.0004282497,salt2,,lowz,0.01672771
lowz,786,20.0,82.07000000000001,840.4276978115058,150.0,0.09915,-0.25,-0.024,61896.277,3.3560236,-21.92266,-19.303988,19.063477,0.00037605737,salt2,,lowz,0.02669022
lowz,798,20.0,101.88,1156.2969768736375,150.0,0.12925,0.19,-0.071,61901.25,40.143597,-53.30461,-19.604546,19.381037,0.00028069215,salt2,,lowz,0.04585982
lowz,818,20.0,87.73,1474.8360089209796,150.0,0.10675,-0.26,-0.071,61897.297,353.62546,-11.091805,-19.44792,19.090805,0.00036671007,salt2,,lowz,0.035905056
lowz,827,20.0,90.56,1068.5944693223153,150.0,0.11345,0.405,-0.058,61898.344,32.20165,-8.324301,-19.672552,19.007854,0.00039582493,salt2,,lowz,0.025810061
lowz,829,20.0,135.84,444.5092647355476,150.0,0.11465,0.43,0.293,61898.527,36.657063,-17.830883,-18.547718,20.157227,0.00013732637,salt2,,lowz,0.047746032
lowz,831,20.0,124.52000000000001,1507.5964422055915,150.0,0.12605,0.485,0.116,61900.617,350.29922,-67.23672,-18.976992,19.949726,0.00016624731,salt2,,lowz,0.039319906
lowz,839,20.0,135.84,558.8079463347658,150.0,0.14795,-0.59,-0.062,61905.684,18.774958,-58.39169,-19.35558,19.948887,0.00016637564,salt2,,lowz,0.024268782
lowz,841,20.0,101.88,786.2858199052603,150.0,0.12505,0.105,-0.072,61900.42,36.72368,-35.703026,-19.554438,19.353596,0.00028787644,salt2,,lowz,0.03397443
lowz,847,20.0,135.84,1480.76076314081,150.0,0.14025,1.03,0.086,61903.734,319.81915,-47.366844,-19.082565,20.095436,0.00014536841,salt2,,lowz,0.042718433
lowz,856,20.0,147.16,1067.4008080436554,150.0,0.12335,-0.17,0.266,61900.086,355.18567,-21.977797,-18.365246,20.510704,9.9166e-05,salt2,,lowz,0.027999327
lowz,860,20.0,45.28,1351.4400487534201,150.0,0.06925,1.195,0.03,61893.49,48.346645,-52.784508,-19.46005,18.084055,0.0009268776,salt2,,lowz,0.03320253
lowz,871,20.0,50.94,1245.9321361168018,150.0,0.07615,1.17,0.009,61893.973,22.179407,-11.885583,-19.339273,18.421406,0.00067933305,salt2,,lowz,0.03358815
lowz,877,20.0,82.07000000000001,379.37650817216365,150.0,0.09125,-0.435,0.12,61895.355,14.586443,-10.572489,-18.941496,19.234228,0.00032133138,salt2,,lowz,0.044047646
lowz,879,20.0,147.16,3827.587614979257,150.0,0.10535,-1.075,0.39,61897.1,194.73393,-9.086351,-18.179977,20.328085,0.00011733049,salt2,,lowz,0.043570925
lowz,918,20.0,67.92,3530.3385111736284,150.0,0.08255,-0.01,0.055,61894.496,18.828615,-23.498028,-19.02502,18.920376,0.00042903685,salt2,,lowz,0.025688797
lowz,926,20.0,135.84,1229.5114829299146,150.0,0.13725,-0.565,-0.001,61903.01,328.25275,-38.16196,-19.19518,19.931786,0.00016901713,salt2,,lowz,0.028108262
lowz,933,20.0,16.98,967.2402115162943,150.0,0.03445,1.22,-0.032,61892.188,12.999383,-47.990818,-19.658157,16.316135,0.004722703,salt2,,lowz,0.01795538
lowz,954,20.0,113.2,539.1796859164012,150.0,0.12565,0.775,0.074,61900.527,4.7936826,-61.882504,-19.137154,19.782108,0.00019399989,salt2,,lowz,0.017476266
lowz,957,20.0,82.07000000000001,545.4610380603235,150.0,0.09985,1.13,0.063,61896.367,334.0564,-59.95287,-19.327847,19.0559,0.00037869028,salt2,,lowz,0.029605052
lowz,964,20.0,158.48000000000002,860.1668195563343,150.0,0.14345,-2.56,-0.009,61904.527,325.7005,-31.6304,-18.992922,20.238407,0.000127433,salt2,,lowz,0.04101213
lowz,968,20.0,28.3,908.4397357735945,150.0,0.04395,0.44,0.134,61892.387,316.12698,-62.00873,-19.10989,17.40817,0.0017273341,salt2,,lowz,0.045414906
lowz,997,20.0,113.2,341.5823922201341,150.0,0.13075,0.87,-0.019,61901.58,328.03983,-60.58209,-19.445248,19.567455,0.0002364081,salt2,,lowz,0.04419946
lowz,1001,20.0,79.24000000000001,2307.8379123831073,150.0,0.10655,1.3,-0.054,61897.27,71.00516,-3.7866247,-19.598976,18.935392,0.00042314388,salt2,,lowz,0.0402909
lowz,1029,20.0,124.52000000000001,1108.3151725978398,150.0,0.13835,0.43,-0.011,61903.277,48.404816,-37.88228,-19.38669,19.75911,0.00019815314,salt2,,lowz,0.021609167
lowz,1055,20.0,158.48000000000002,1380.4120325805163,150.0,0.14125,0.35,0.16,61903.98,328.09818,-66.846115,-18.882301,20.312487,0.00011902826,salt2,,lowz,0.049118
lowz,1079,20.0,147.16,1392.6910733091174,150.0,0.13955,-1.785,0.013,61903.57,43.3268,-34.98655,-18.959848,20.206339,0.00013125307,salt2,,lowz,0.023725221
lowz,1083,20.0,169.8,482.89133363086177,150.0,0.11555,0.455,0.507,61898.69,29.036589,-39.24613,-17.926855,20.796337,7.622723e-05,salt2,,lowz,0.021230545
lowz,1088,20.0,158.48000000000002,452.1467464381819,150.0,0.13245,0.065,0.226,61901.938,27.918665,-28.499567,-18.831556,20.211536,0.00013062618,salt2,,lowz,0.017882904
lowz,1118,20.0,90.56,1403.0442769598535,150.0,0.11275,-0.43,-0.025,61898.223,332.8223,-13.934739,-19.31516,19.350817,0.00028861422,salt2,,lowz,0.045769483
lowz,1151,20.0,70.75,2071.9504722943398,150.0,0.07665,-1.335,0.127,61894.008,69.83223,-55.06367,-18.692745,19.08289,0.0003693935,salt2,,lowz,0.01875287
lowz,1152,20.0,147.16,1225.6740575640754,150.0,0.13875,-1.765,-0.009,61903.38,41.742245,-15.540836,-19.179087,19.973526,0.00016264255,salt2,,lowz,0.028564468
lowz,1157,20.0,87.73,631.5226518596513,150.0,0.10915,0.94,-0.016,61897.668,59.69035,-23.665556,-19.617205,18.973211,0.0004086581,salt2,,lowz,0.046680614
lowz,1195,20.0,135.84,837.4488955555964,150.0,0.14635,0.475,-0.021,61905.28,51.49768,-50.789837,-19.345512,19.933191,0.0001687984,salt2,,lowz,0.01455835
lowz,1198,20.0,90.56,698.3014442133356,150.0,0.10345,0.285,0.048,61896.832,81.483574,-43.087234,-19.144955,19.320871,0.0002966853,salt2,,lowz,0.03561251
lowz,1205,20.0,113.2,2336.5680101527214,150.0,0.13365,0.25,-0.034,61902.21,180.25294,-3.0692668,-19.555449,19.508877,0.00024951328,salt2,,lowz,0.03594099
lowz,1206,20.0,67.92,2825.5792530362087,150.0,0.08755,1.275,0.086,61894.97,60.072426,-23.845192,-19.165405,18.915033,0.000431153,salt2,,lowz,0.04095716
lowz,1213,20.0,59.43,3153.603269745822,150.0,0.06735,0.585,0.3,61893.37,195.53369,-0.39042673,-18.533754,18.947083,0.000418612,salt2,,lowz,0.028454384
lowz,1233,20.0,56.6,3814.65901262853,150.0,0.07505,-0.2,-0.004,61893.89,31.39149,-12.32429,-19.243847,18.483597,0.00064151356,salt2,,lowz,0.0246018
lowz,1242,20.0,124.52000000000001,1719.849968801571,150.0,0.12215,-2.37,-0.064,61899.86,327.7614,-62.142822,-19.10342,19.74963,0.0001998907,salt2,,lowz,0.03693819
lowz,1256,20.0,90.56,2743.6812613465404,150.0,0.10365,-1.555,-0.036,61896.87,181.98697,-0.4290302,-19.080915,19.38939,0.00027854068,salt2,,lowz,0.023031356
lowz,1261,20.0,147.16,4110.747326965251,150.0,0.11815,-1.46,0.197,61899.13,355.56125,-2.6267211,-18.683874,20.091286,0.00014592517,salt2,,lowz,0.04165033
lowz,1269,20.0,113.2,1550.6720485317612,150.0,0.13265,-0.185,-0.094,61901.98,45.663998,-41.80516,-19.601555,19.44509,0.00026461162,salt2,,lowz,0.018036805
lowz,1272,20.0,124.52000000000001,444.56618841332937,150.0,0.12985,-1.95,-0.064,61901.38,31.849745,-44.677174,-19.413996,19.58247,0.00023316145,salt2,,lowz,0.022340296
lowz,1308,20.0,113.2,773.5163753750539,150.0,0.10695,-1.625,0.101,61897.34,46.986782,-22.93254,-18.827145,19.715929,0.00020619271,salt2,,lowz,0.02725883
lowz,1318,20.0,113.2,341.1638254305967,150.0,0.14335,0.805,-0.116,61904.508,51.874,-26.77894,-19.766102,19.46358,0.00026014372,salt2,,lowz,0.018939266
lowz,1360,20.0,48.11,749.4171754043577,150.0,0.06425,-0.915,0.023,61893.195,32.48513,-45.042988,-19.27028,18.10355,0.000910385,salt2,,lowz,0.023301775
lowz,1366,20.0,65.09,1128.3831991519494,150.0,0.09575,1.16,-0.083,61895.863,350.05493,-23.131643,-19.727789,18.558998,0.00059847475,salt2,,lowz,0.02620755
lowz,1375,20.0,82.07000000000001,3508.1592237582586,150.0,0.10065,-0.145,-0.038,61896.465,165.4067,-10.372969,-19.391888,19.01034,0.00039491957,salt2,,lowz,0.041189287
lowz,1381,20.0,101.88,2558.680929247922,150.0,0.10625,0.7,0.189,61897.24,317.15994,-62.261448,-18.837114,19.690704,0.00021103928,salt2,,lowz,0.049419504
lowz,1384,20.0,169.8,829.1193087045133,150.0,0.14015,-2.065,0.076,61903.72,15.420322,-59.553246,-18.688591,20.487726,0.0001012871,salt2,,lowz,0.023541706
lowz,1439,20.0,135.84,1490.757439489912,150.0,0.12485,-1.31,0.107,61900.38,83.83356,-26.167595,-18.832844,20.071436,0.00014861752,salt2,,lowz,0.031225435
lowz,1453,20.0,135.84,1615.286994910939,150.0,0.13965,0.41,0.05,61903.58,9.283834,-39.352165,-19.173029,19.994848,0.00015947962,salt2,,lowz,0.016794726
lowz,1456,20.0,181.12,1210.885218377809,150.0,0.14045,-2.96,0.072,61903.79,65.195564,-34.11313,-18.738094,20.443275,0.00010552,salt2,,lowz,0.047200993
lowz,1475,20.0,135.84,1642.8073303689748,150.0,0.13155,-0.1,0.103,61901.758,354.72708,-19.164272,-18.978664,20.048386,0.00015180648,salt2,,lowz,0.032920122
lowz,1477,20.0,124.52000000000001,1312.3168364312621,150.0,0.14205,0.03,-0.091,61904.17,46.587284,-40.221348,-19.570219,19.637918,0.00022155304,salt2,,lowz,0.019503498
lowz,1487,20.0,124.52000000000001,967.901209323571,150.0,0.09105,-1.405,0.392,61895.33,20.622124,-15.301539,-17.94844,20.222229,0.00012934608,salt2,,lowz,0.0222945
lowz,1506,20.0,147.16,784.2340508009127,150.0,0.14645,-0.42,-0.006,61905.293,11.291405,-39.4569,-19.18354,20.09678,0.00014518849,salt2,,lowz,0.015547613
lowz,1508,20.0,59.43,1142.5603546080754,150.0,0.08355,0.48,2.7755576e-16,61894.586,67.805756,-44.923016,-19.487122,18.485895,0.0006401575,salt2,,lowz,0.028505318
lowz,1540,20.0,33.96,2350.1939550605866,150.0,0.06075,0.7,-0.119,61893.01,175.23187,-10.08544,-19.801958,17.444925,0.0016698403,salt2,,lowz,0.034010544
lowz,1544,20.0,28.3,2634.9984535077297,150.0,0.05715,0.6,-0.179,61892.848,307.81393,-49.3866,-19.907349,17.201391,0.002089722,salt2,,lowz,0.039611526
lowz,1558,20.0,48.11,2435.754129781077,150.0,0.07035,0.73,-0.012,61893.562,83.04874,-21.565363,-19.452612,18.127369,0.0008906298,salt2,,lowz,0.048539925
lowz,1560,20.0,90.56,2351.9587422672284,150.0,0.11255,-0.135,-0.065,61898.19,333.96906,-29.148806,-19.373764,19.288076,0.00030578344,salt2,,lowz,0.02127656
lowz,1574,20.0,147.16,3371.9356722231255,150.0,0.14785,0.445,0.033,61905.656,138.20197,-7.691036,-19.191452,20.111414,0.00014324483,salt2,,lowz,0.048814587
lowz,1576,20.0,147.16,3255.9136513288263,150.0,0.13525,0.745,0.206,61902.55,354.6654,-19.406652,-18.776976,20.315382,0.00011871121,salt2,,lowz,0.041607935
lowz,1580,20.0,113.2,3151.525845840721,150.0,0.11995,-0.125,0.086,61899.45,128.23798,-0.37168944,-19.024546,19.785969,0.00019331137,salt2,,lowz,0.046445254
lowz,1584,20.0,158.48000000000002,3088.2898753378317,150.0,0.14905,1.05,0.143,61905.98,0.5594685,-3.1526377,-18.839142,20.48289,0.0001017394,salt2,,lowz,0.043915953
lowz,1589,20.0,135.84,921.7528946771538,150.0,0.13155,-1.01,0.068,61901.74,31.147243,-12.1848955,-19.097643,19.929407,0.00016938773,salt2,,lowz,0.028201671
lowz,1593,20.0,147.16,1146.6005703543801,150.0,0.13605,0.11,0.148,61902.74,72.26885,-28.328697,-18.644623,20.461636,0.00010375053,salt2,,lowz,0.035118796
lowz,1602,20.0,36.79,1058.3496801928165,150.0,0.05305,-0.685,0.077,61892.676,29.568102,-26.996185,-19.127583,17.813211,0.0011894885,salt2,,lowz,0.01910813
lowz,1613,20.0,113.2,828.9670022959824,150.0,0.12265,-0.47,-0.028,61899.945,47.81425,-50.716084,-19.295525,19.567093,0.00023648738,salt2,,lowz,0.029880578
lowz,1622,20.0,147.16,473.4449125713069,150.0,0.14855,-0.95,-0.057,61905.855,46.7119,-39.011826,-19.523489,19.790573,0.00019249317,salt2,,lowz,0.027647888
lowz,1631,20.0,87.73,520.330561195819,150.0,0.11295,1.305,-0.034,61898.25,46.13519,-52.813404,-19.410908,19.259201,0.00031402512,salt2,,lowz,0.020862835
lowz,1635,20.0,113.2,955.7759053755699,150.0,0.11625,0.005,0.063,61898.797,355.3467,-45.8378,-19.215832,19.52146,0.0002466386,salt2,,lowz,0.01577345
lowz,1655,20.0,73.58,1061.5461437273937,150.0,0.10555,0.65,-0.108,61897.137,323.66632,-18.550255,-19.838886,18.67358,0.0005385337,salt2,,lowz,0.045428485
lowz,1656,20.0,124.52000000000001,2373.1170106972577,150.0,0.11545,-2.78,0.044,61898.67,72.900665,-31.145119,-18.60586,20.11531,0.00014273163,salt2,,lowz,0.022402905
lowz,1662,20.0,203.76,899.6818722251182,150.0,0.14915,0.58,0.34,61906.03,38.412964,-25.938862,-18.47619,20.84743,7.272315e-05,salt2,,lowz,0.031180518
lowz,1686,20.0,135.84,1403.5696509509235,150.0,0.11775,-1.505,0.132,61899.06,336.73633,-36.20756,-18.782793,19.984442,0.00016101552,salt2,,lowz,0.01893275
lowz,1704,20.0,135.84,703.5471929015375,150.0,0.13165,-1.3,-0.02,61901.777,331.4533,-14.796818,-19.197926,19.830912,0.0001854726,salt2,,lowz,0.0405353
lowz,1709,20.0,158.48000000000002,1742.1459483826536,150.0,0.14805,-0.015,0.088,61905.71,44.885426,-40.675674,-19.164558,20.14151,0.00013932867,salt2,,lowz,0.021154622
lowz,1714,20.0,147.16,1365.1709219113625,150.0,0.13125,-0.04,0.175,61901.69,328.3772,-52.78437,-18.840298,20.181381,0.00013430492,salt2,,lowz,0.021308973
lowz,1764,20.0,67.92,1603.9607434617228,150.0,0.08925,-0.735,-0.07,61895.145,23.9874,-9.80615,-19.413204,18.71148,0.0005200593,salt2,,lowz,0.032608233
lowz,1772,20.0,53.77,1629.5734358596414,150.0,0.07335,0.275,0.021,61893.76,327.7989,-54.889,-19.263357,18.411797,0.0006853713,salt2,,lowz,0.025866192
lowz,1773,20.0,135.84,1134.1221659537348,150.0,0.14805,1.245,0.031,61905.71,22.91167,-36.95554,-19.486769,19.8193,0.00018746685,salt2,,lowz,0.01890194
lowz,1798,20.0,59.43,954.3173943108757,150.0,0.08635,0.885,-0.026,61894.85,64.17895,-54.460667,-19.572142,18.47657,0.00064567936,salt2,,lowz,0.017393345
lowz,1840,20.0,73.58,271.44789304810456,150.0,0.09465,-0.045,-0.016,61895.734,68.71988,-53.666836,-19.315481,18.944622,0.00041956178,salt2,,lowz,0.007917512
lowz,1848,20.0,158.48000000000002,1313.254987716579,150.0,0.14185,-1.09,0.09,61904.117,353.96558,-42.23694,-18.863508,20.341297,0.00011591128,salt2,,lowz,0.019351238
lowz,1851,20.0,113.2,986.1153813792555,150.0,0.12455,-0.475,-0.022,61900.312,358.43765,-8.019065,-19.357975,19.540665,0.00024231416,salt2,,lowz,0.045766145
lowz,1864,20.0,135.84,737.6084321580718,150.0,0.14725,-0.53,-0.066,61905.5,20.100224,-18.31028,-19.50606,19.787169,0.00019309788,salt2,,lowz,0.028000183
lowz,1865,20.0,113.2,511.0961690252446,150.0,0.11155,-1.85,0.039,61898.023,6.9836555,-13.755365,-18.917747,19.723299,0.00020479773,salt2,,lowz,0.039806604
lowz,1876,20.0,147.16,1132.0671589987871,150.0,0.14705,0.29,0.033,61905.46,1.9108769,-54.47283,-19.143858,20.14615,0.00013873454,salt2,,lowz,0.020173578
lowz,1885,20.0,79.24000000000001,2958.658363356519,150.0,0.10105,0.05,-0.047,61896.516,172.24944,-3.1291268,-19.45569,18.955725,0.00041529333,salt2,,lowz,0.045515057
lowz,1902,20.0,158.48000000000002,256.9744815242794,150.0,0.13515,-1.06,0.146,61902.53,173.3637,-4.9565587,-18.60999,20.480625,0.00010195169,salt2,,lowz,0.049432363
lowz,1905,20.0,90.56,2866.8270714536775,150.0,0.10305,-1.135,0.015,61896.79,318.31445,-49.332558,-19.118275,19.338568,0.00029188916,salt2,,lowz,0.041801438
lowz,1913,20.0,135.84,648.9422069657046,150.0,0.14895,-1.62,-0.164,61905.97,347.92566,-58.59753,-19.260273,20.060165,0.00015016842,salt2,,lowz,0.020028554
lowz,1918,20.0,90.56,1570.520664482655,150.0,0.08855,0.5,0.32,61895.07,40.030582,-12.32775,-18.403204,19.70336,0.00020859372,salt2,,lowz,0.03493223
lowz,1922,20.0,50.94,1185.8022679609091,150.0,0.06375,-0.04,0.164,61893.168,66.31656,-49.862064,-18.830566,18.525543,0.00061720243,salt2,,lowz,0.015558961
lowz,1940,20.0,169.8,1764.6263064860648,150.0,0.13785,-2.19,0.098,61903.16,355.96722,-11.057581,-18.500996,20.636261,8.833658e-05,salt2,,lowz,0.037351206
lowz,1943,20.0,67.92,886.5899402794064,150.0,0.08355,-0.07,0.051,61894.59,26.074663,-6.7726827,-19.179152,18.793865,0.00048205763,salt2,,lowz,0.02896768
lowz,1990,20.0,42.45,583.5049239981263,150.0,0.06765,0.75,-0.045,61893.39,9.964025,-2.52368,-19.615427,17.875513,0.0011231547,salt2,,lowz,0.03820602
lowz,2014,20.0,39.620000000000005,496.5122044120218,150.0,0.04795,0.8,0.367,61892.504,9.812018,-15.27478,-18.384228,18.329203,0.00073954347,salt2,,lowz,0.021474557
lowz,2019,20.0,169.8,1338.649467307558,150.0,0.12905,-0.035,0.334,61901.215,62.258842,-19.228945,-18.333807,20.648136,8.737561e-05,salt2,,lowz,0.034354266
lowz,2030,20.0,28.3,997.105630709458,150.0,0.05755,0.82,0.074,61892.86,24.9797,-25.635265,-19.207113,17.917383,0.0010806655,salt2,,lowz,0.018638074
lowz,2035,20.0,90.56,971.6990834249432,150.0,0.11535,-0.04,-0.061,61898.66,357.89917,-3.99659,-19.580956,19.138193,0.00035104883,salt2,,lowz,0.045618124
lowz,2040,20.0,101.88,1771.6210320326697,150.0,0.13295,0.375,-0.156,61902.047,60.65606,-48.588963,-19.94904,19.10292,0.00036264045,salt2,,lowz,0.019289933
lowz,2047,20.0,87.73,1896.205628629229,150.0,0.11195,0.91,-0.061,61898.09,133.0676,-4.8627977,-19.673666,18.97572,0.00040771556,salt2,,lowz,0.024281349
lowz,2090,20.0,113.2,2736.0496212196017,150.0,0.12795,0.33,-0.002,61900.996,13.96595,-30.549368,-19.430685,19.531149,0.0002444472,salt2,,lowz,0.02501963
lowz,2106,20.0,70.75,1254.5834513118436,150.0,0.09865,1.085,-0.041,61896.21,71.10557,-48.090954,-19.593683,18.762083,0.0004963768,salt2,,lowz,0.022583993
lowz,2142,20.0,124.52000000000001,1304.9384659066106,150.0,0.12485,1.565,0.193,61900.37,347.1274,-56.899055,-18.895985,20.008297,0.0001575166,salt2,,lowz,0.018040042
